wall_time,updates,collected_samples,trained_samples,sampler_fps,learner_fps,version,num_episodes,train_return_mean,train_return_std,train_return_max,train_return_min,test_return_mean,test_return_std,test_return_max,test_return_min,actor_loss,critic_loss,entropy,approx_kl,clip_frac,explained_var
60.5012478120625,2,131072,131072,2166.4346561438583,2166.4346561438583,0,0,0,0,0,0,0,0,0,0,-0.0013910421257605776,0.1305464660593619,2.6964303056399026,0.002837727592122974,0.014495849609375,0.001369282603263855
120.5014276355505,4,279296,262144,2470.3925960897773,2184.5267861795614,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001435845326341223,0.14089639756518105,2.671167314052582,0.0032517500482451087,0.0112762451171875,0.018315813814600308
180.5018768236041,6,454144,393216,2914.111516931995,2184.516979017835,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0014584120435756631,0.1826571887359023,2.610673782726129,0.003927119466122046,0.0180816650390625,0.041767477368315056
247.05403256043792,9,589824,589824,2038.701804589432,2954.194313065441,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0019192456068897932,0.170318809337914,2.5799974277615547,0.003450166532275034,0.0239105224609375,0.14673879059652487
307.05455203540623,11,736768,720896,2449.0454630364284,2184.5144199906817,2,100,0.8200000077486038,1.472277111673987,8.0,0.0,0.7400000065565109,1.4874138456020096,6.0,0.0,-0.0031613041816550926,0.16848713889097172,2.599642261862755,0.0046279411156623,0.040156046549479164,0.3262485433369875
367.05504302866757,13,912896,851968,2935.442645290702,2184.5154569605224,2,100,0.8200000077486038,1.472277111673987,8.0,0.0,0.7400000065565109,1.4874138456020096,6.0,0.0,-0.003098558644220854,0.15943867464860279,2.5896443501114845,0.005620713869575411,0.048283894856770836,0.41541448173423606
433.38823618367314,16,1048576,1048576,2045.4314581682615,2963.9459620249527,9,100,0.8200000077486038,1.472277111673987,8.0,0.0,0.7400000065565109,1.4874138456020096,6.0,0.0,-0.00477652912134848,0.16437822494966287,2.583598161737124,0.004491783310489458,0.046498616536458336,0.5359015800058842
493.3885280173272,18,1195264,1179648,2444.788108809214,2184.5227080459294,9,100,0.8200000077486038,1.472277111673987,8.0,0.0,0.7400000065565109,1.4874138456020096,6.0,0.0,-0.0028922333258378785,0.20616227427187067,2.5574720998605094,0.005085671372095627,0.05739847819010417,0.5425769984722137
553.3885851837695,20,1361408,1310720,2769.064028374351,2184.5312519686713,9,100,0.8200000077486038,1.472277111673987,8.0,0.0,0.7400000065565109,1.4874138456020096,6.0,0.0,-0.005679397157412798,0.13913391957369944,2.5827702780564628,0.00517993324441098,0.0485076904296875,0.669328626866142
621.2672651670873,23,1507328,1507328,2149.7177027582434,2896.4617468742645,15,100,0.8200000077486038,1.472277111673987,8.0,0.0,0.7400000065565109,1.4874138456020096,6.0,0.0,-0.006316093119191161,0.12771018827334046,2.6012111355861025,0.004338329234087723,0.041447957356770836,0.6933664418756961
