wall_time,updates,collected_samples,trained_samples,sampler_fps,learner_fps,version,num_episodes,train_return_mean,train_return_std,train_return_max,train_return_min,test_return_mean,test_return_std,test_return_max,test_return_min,actor_loss,critic_loss,spr_loss,entropy,approx_kl,clip_frac,explained_var,policy_reg,raw_reward_mean,raw_reward_std,reward_running_std
60.00025922525674,1,88576,65536,1476.2602886007944,1092.26194763527,0,0,0,0,0,0,0,0,0,0,-1.534280939570939e-05,0.2189541983534582,0.015460070256570665,2.6928081139922146,0.012294333360235518,0.17750040690104169,0.001703936606645584,7.275530247360014e-05,0.0004119873046875,0.04857984487898648,0.0884174183011055
143.10624142549932,3,196608,196608,1299.9304880327215,1577.1668480397,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000798268736010262,0.1773311444170152,0.00011063781122781316,2.6848868330319724,0.005802203939917187,0.05743916829427083,0.021671352287133534,5.50609208194904e-05,0.00079345703125,0.07758244290016592,0.10062893480062485
203.1068071583286,4,323840,262144,2120.5133392664843,1092.2563679119114,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0012415215654376275,0.13295906297328958,4.6715587662523227e-05,2.672904555996259,0.006000248322379775,0.08262125651041667,0.008735506484905878,9.551004427521546e-05,0.0009002685546875,0.08235671743750572,0.10267851501703262
280.5952165918425,6,393216,393216,895.3080919737495,1691.504587050036,2,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001461504987673834,0.25589671715473133,4.218611335697157e-05,2.665728198985259,0.006705249173440582,0.0634918212890625,0.08705374722679456,0.0002488428776814544,0.001556396484375,0.12173165753483772,0.1162654310464859
371.20988039765507,8,524288,524288,1446.4767013966696,1446.4767013966696,2,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016772735264870182,0.189834487469246,8.454243561573094e-05,2.6834946026404696,0.005338311570691682,0.051142374674479164,0.2739662366608779,0.0008272745205128255,0.001007080078125,0.09574958682060242,0.11808966100215912
431.20997763611376,9,652544,589824,2137.5965357234595,1092.2648964974164,4,100,0.180000002682209,0.6225753007936439,4.0,0.0,0.9000000104308128,3.0116441516275927,15.0,0.0,-0.0025170592986493525,0.30153763480484486,0.0001209959533904718,2.67712988704443,0.007793559290803387,0.0859222412109375,0.24706729501485825,0.0010095350565582824,0.0018463134765625,0.12961952574551105,0.12749041616916656
508.24466435890645,11,720896,720896,887.2886086492815,1701.4672944885099,4,100,0.180000002682209,0.6225753007936439,4.0,0.0,0.9000000104308128,3.0116441516275927,15.0,0.0,-0.0014568120241165163,0.18790761575413248,0.00024032528684377513,2.670929936071237,0.004534396596985365,0.049733479817708336,0.5143274360646805,0.0011738034572772449,0.000946044921875,0.07970031490549445,0.13391375541687012
599.5921915341169,13,851968,851968,1434.8719013334153,1434.8719013334153,8,100,0.3899999991059303,2.0586160944188574,15.0,0.0,0.7800000153481961,2.659248122592106,12.0,0.0,-0.002405681208377549,0.25881313291999203,0.00039739892539121985,2.6643678372104964,0.00489933467421603,0.052083333333333336,0.582755229746302,0.0014904507079336324,0.0022735595703125,0.12312819343060255,0.1436702013015747
659.592520990409,14,977664,917504,2094.9218302470263,1092.2606691308324,11,100,0.389999994635582,1.9229925357038473,14.0,0.0,1.0300000250339507,3.0836829722837873,13.0,0.0,-0.0021770402696953775,0.3425473345754047,0.0005361195302005702,2.650993247826894,0.004881149489544138,0.05177815755208333,0.5625315203020971,0.00164183971961999,0.0027618408203125,0.1517846416682005,0.1521848738193512
738.2550670374185,16,1048576,1048576,901.4709485454778,1666.256771318717,11,100,0.389999994635582,1.9229925357038473,14.0,0.0,1.0300000250339507,3.0836829722837873,13.0,0.0,-0.002730953136051539,0.36441292815531295,0.0005973169093825466,2.651591494679451,0.00498631604629433,0.0475006103515625,0.6031222299983104,0.0017545039251369114,0.0034027099609375,0.17213141918182373,0.16898997128009796
798.2554129380733,17,1177856,1114112,2154.6542450614297,1092.260369773715,13,100,0.41000000163912775,1.8766726007737944,15.0,0.0,0.9200000263750553,2.955266609443344,14.0,0.0,-0.0019256123293113583,0.33995384257286787,0.0007386219416124126,2.6462917774915695,0.0040073853773113415,0.0389556884765625,0.6747337623188893,0.0020792603633405333,0.002655029296875,0.14653432555496693,0.1743193417787552
876.5374980438501,19,1245184,1245184,860.0690682807523,1674.3549922423772,13,100,0.41000000163912775,1.8766726007737944,15.0,0.0,0.9200000263750553,2.955266609443344,14.0,0.0,-0.001538792016314498,0.32934834373493993,0.0010267844966923196,2.647133660813173,0.004231004131725058,0.042872111002604164,0.7467134613543749,0.00223157321306644,0.00311279296875,0.15586284175515175,0.18804626166820526
936.5375523334369,20,1374720,1310720,2158.9313798751227,1092.2656783557934,13,100,0.41000000163912775,1.8766726007737944,15.0,0.0,0.9200000263750553,2.955266609443344,14.0,0.0,-0.0021168581903718104,0.3135569974159201,0.0009630216397151041,2.6460641250014305,0.003974882729986954,0.032124837239583336,0.7410492139557997,0.0022033886780263856,0.00347900390625,0.17636125534772873,0.1925371289253235
1014.5742826731876,22,1441792,1441792,859.4926992454297,1679.6193206628243,17,100,0.6699999921023846,2.5300395642110156,13.0,0.0,0.7800000049173832,2.692879442297938,12.0,0.0,-0.0015803967507963534,0.33170556727175915,0.0011095262016169727,2.632890184720357,0.003350330660396139,0.021306355794270836,0.8022494005660216,0.0025261052530064867,0.003875732421875,0.1775975525379181,0.20339979231357574
1074.5743450699374,23,1566976,1507328,2086.397830259275,1092.2655307696816,20,100,0.17999999821186066,1.40271174259141,14.0,0.0,0.42000000551342964,2.005891392353376,12.0,0.0,-0.0011102968249664022,0.3714858004823327,0.001158793776994571,2.6245669523874917,0.004740710604892229,0.041208902994791664,0.7757071815431118,0.0024974584363614367,0.0040283203125,0.18812377005815506,0.20966467261314392
1153.2899227589369,25,1638400,1638400,907.3680470489836,1665.134193867669,20,100,0.17999999821186066,1.40271174259141,14.0,0.0,0.42000000551342964,2.005891392353376,12.0,0.0,-0.0014056012732908128,0.3575502686823408,0.0014739637129726664,2.614613485833009,0.004040658815938514,0.03994750976562501,0.8063982849319776,0.002658772733411752,0.003875732421875,0.17918836697936058,0.22138366103172302
1213.29037245363,26,1763328,1703936,2082.117728045122,1092.2584802859656,22,100,0.30999999940395356,1.39781975518003,13.0,0.0,0.3600000038743019,1.5717506113380622,11.0,0.0,-0.001812983835407067,0.40011429352064926,0.001665747289128679,2.6057599484920497,0.0034935254006995815,0.0307159423828125,0.8101029725124439,0.0029723357438342646,0.0044097900390625,0.18562469258904457,0.22825311124324799
1292.5422884263098,28,1835008,1835008,904.4576288188404,1653.8653784115938,22,100,0.30999999940395356,1.39781975518003,13.0,0.0,0.3600000038743019,1.5717506113380622,11.0,0.0,-0.0014167726524950317,0.37975094203526777,0.0016966772818705067,2.5949645241101584,0.004130701050598873,0.033274332682291664,0.7912044711410998,0.0035682776215253398,0.003631591796875,0.1605433076620102,0.23576650023460388
1352.5424361266196,29,1960704,1900544,2094.9281763076574,1092.2639778712023,25,100,0.4000000022351742,1.9849432969916063,15.0,0.0,0.5999999970197678,2.1817424123734512,11.0,0.0,-0.0017756581534437528,0.39431518999238807,0.002010807563541069,2.582114269336065,0.003217555778367872,0.022918701171874997,0.8382980227470398,0.003778236527674987,0.004791259765625,0.19018534012138844,0.23966626822948456
